id;char;reading;translation;jlpt_level
4117;ほんの～;ほんの～;mere, just;2
4118;本部;ほんぶ;headquarters;2
4119;本来;ほんらい;essentially, naturally, by nature;2
4120;まあまあ;まあまあ;"okay; so-so; decent";2
4121;毎～;まい～;every ~;2
4122;枚数;まいすう;the number of flat things;2
4123;毎度;まいど;each time, common service-sector greeting;2
4124;枕;まくら;pillow;2
4125;曲げる;まげる;to bend, to crook, to lean;2
4126;まごまご;まごまご;confused, be at a loss;2
4127;摩擦;まさつ;"friction; rubbing; chafe";2
4128;マスク;マスク;mask;2
4129;またぐ;またぐ;to straddle;2
4130;待合室;まちあいしつ;waiting room;2
4131;待ち合わせる;まちあわせる;to rendezvous, to meet at a prearranged place and time;2
4132;街角;まちかど;street corner;2
4133;真っ暗;まっくら;total darkness;2
4134;真っ黒;まっくろ;pitch black;2
4135;真っ青;まっさお;deep blue, ghastly pale;2
4136;真っ先;まっさき;foremost, beginning;2
4137;真っ白;まっしろ;pure white;2
4138;祭る;まつる;to deify, to enshrine;2
4139;窓口;まどぐち;(ticket) window;2
4140;真似る;まねる;to mimic, to imitate;2
4141;まぶた;まぶた;eyelids;2
4142;マフラー;マフラー;a winter scarf;2
4143;間も無く;まもなく;soon, in a short time;2
4144;マラソン;マラソン;marathon;2
4145;稀;まれ;rare, seldom;2
4146;回り道;まわりみち;detour;2
4147;満員;まんいん;full house, no vacancy, sold out;2
4148;マンション;マンション;multistory apartment house, condominium;2
4149;満点;まんてん;perfect score;2
4150;未～;み～;not yet ~;2
4151;見上げる;みあげる;to look up at, to admire;2
4152;見送る;みおくる;"to see off; to escort; to let pass";2
4153;見下ろす;みおろす;to overlook, to look down on something;2
4154;見掛け;みかけ;outward appearance;2
4155;三日月;みかづき;crescent moon;2
4156;岬;みさき;cape (on coast);2
4157;みじめ;みじめ;sad, pitiful, wretched;2
4158;ミシン;ミシン;sewing machine;2
4159;自ら;みずから;for one's self, personally;2
4160;水着;みずぎ;bathing suit (woman's);2
4161;店屋;みせや;store, shop;2
4162;～みたい;～みたい;looks like ~;2
4163;見出し;みだし;heading, index;2
4164;道順;みちじゅん;itinerary, route;2
4165;みっともない;みっともない;shameful, indecent;2
4166;見詰める;みつめる;to stare at, to gaze at;2
4167;見直す;みなおす;to look over again, to review;2
4168;見慣れる;みなれる;to become used to seeing, to be familiar with;2
4169;醜い;みにくい;ugly;2
4170;実る;みのる;to bear fruit, to ripen;2
4171;身分;みぶん;position, status;2
4172;見本;みほん;sample;2
4173;見舞う;みまう;to ask after (health), to visit;2
4174;未満;みまん;less than, insufficient;2
4175;名字;みょうじ;surname, family name;2
4176;ミリ (メートル);ミリ (メートル);milli-;2
4177;民間;みんかん;private, civilian;2
4178;民主～;みんしゅ～;democratic;2
4179;民謡;みんよう;folk song, popular song;2
4180;～向け;～むけ;for ~;2
4181;無限;むげん;infinite;2
4182;無地;むじ;plain;2
4183;矛盾;むじゅん;contradiction, inconsistency;2
4184;無数;むすう;countless number, infinite number;2
4185;紫;むらさき;purple color, violet;2
4186;群れ;むれ;crowd, flock, herd;2
4187;姪;めい;niece;2
4188;名～;めい～;famous ~;2
4189;～名;～めい;counter for people;2
4190;名作;めいさく;masterpiece;2
4191;名所;めいしょ;famous place;2
4192;命ずる;めいずる;to command, to appoint;2
4193;迷信;めいしん;superstition;2
4194;名物;めいぶつ;famous product, special product, speciality;2
4195;銘々;めいめい;each, individual;2
4196;恵まれる;めぐまれる;to be blessed with, to be rich in;2
4197;巡る;めぐる;to go around;2
4198;目指す;めざす;to aim at, to have an eye on;2
4199;目覚し;めざまし;alarm-clock;2
4200;目下;めした;at present, now;2
4201;目印;めじるし;mark, sign, landmark;2
4202;目立つ;めだつ;to be conspicuous, to stand out;2
4203;めちゃくちゃ;めちゃくちゃ;absurd, messed up, wrecked;2
4204;めっきり;めっきり;remarkably;2
4205;めでたい;めでたい;happy, propitious, joyous;2
4206;メニュー;メニュー;menu;2
4207;めまい;めまい;dizziness, giddiness;2
4208;目安;めやす;criterion, aim;2
4209;免税;めんぜい;tax exemption;2
4210;面積;めんせき;area;2
4211;面倒臭い;めんどうくさい;bother to do, tiresome;2
4212;儲かる;もうかる;to be profitable, to yield a profit;2
4213;儲ける;もうける;to earn, to have (bear, beget) a child;2
4214;申し訳ない;もうしわけない;inexcusable, I am sorry;2
4215;モーター;モーター;motor;2
4216;木材;もくざい;lumber, timber, wood;2
4217;目次;もくじ;table of contents;2
4218;潜る;もぐる;"to drive, to pass through; to evade, to hide";2
4219;もしかしたら;もしかしたら;perhaps, maybe, by some chance;2
4220;もたれる;もたれる;to lean against, to lean on;2
4221;モダン;モダン;modern;2
4222;餅;もち;sticky rice cake;2
4223;～もち;～もち;person who has ~;2
4224;モデル;モデル;a fashion model;2
4225;元々;もともと;originally, by nature, from the start;2
4226;物置;ものおき;storage room;2
4227;物語る;ものがたる;to tell, to indicate;2
4228;物差し;ものさし;ruler, measure;2
4229;物凄い;ものすごい;earth-shattering, staggering, to a very great extent;2
4230;モノレール;モノレール;monorail;2
4231;紅葉;もみじ;(Japanese) maple;2
4232;揉む;もむ;to rub, to crumple (up), to wrinkle;2
4233;催し;もよおし;event, festivities, function;2
4234;盛る;もる;"to serve (food); to fill up; to prescribe";2
4235;～問;～もん;counter for questions;2
4236;問答;もんどう;questions and answers, dialogue;2
4237;～夜;～や;counter for nights;2
4238;やかましい;やかましい;to be fussy, to be overly critical;2
4239;夜間;やかん;at night, nighttime;2
4240;やかん;やかん;kettle;2
4241;役者;やくしゃ;actor;2
4242;役所;やくしょ;government office, public office;2
4243;役人;やくにん;government official;2
4244;薬品;やくひん;medicine(s), chemical(s);2
4245;役目;やくめ;duty, business;2
4246;火傷;やけど;burn, scald;2
4247;夜行;やこう;night train, night travel;2
4248;矢印;やじるし;directing arrow;2
4249;やたらに;やたらに;randomly, recklessly, blindly;2
4250;薬局;やっきょく;pharmacy, drugstore;2
4251;やっつける;やっつける;to attack (an enemy), to beat, to finish off;2
4252;家主;やぬし;landlord;2
4253;やっぱり;やっぱり;after all, anyway;2
4254;破く;やぶく;to tear;2
4255;やむをえない;やむをえない;cannot be helped, unavoidable;2
4256;軟らかい;やわらかい;soft, tender, limp;2
4257;遊園地;ゆうえんち;amusement park;2
4258;夕刊;ゆうかん;evening paper;2
4259;郵送;ゆうそう;mailing;2
4260;夕立;ゆうだち;(sudden) evening shower (rain);2
4261;夕日;ゆうひ;(in) the evening sun, setting sun;2
4262;悠々;ゆうゆう;quiet, calm, leisurely;2
4263;有料;ゆうりょう;admission-paid, toll;2
4264;浴衣;ゆかた;bathrobe, informal summer kimono;2
4265;行方;ゆくえ;one's whereabouts;2
4266;湯気;ゆげ;steam;2
4267;輸血;ゆけつ;blood transfusion;2
4268;輸送;ゆそう;transport, transportation;2
4269;油断;ゆだん;negligence, unpreparedness;2
4270;湯飲み;ゆのみ;teacup;2
4271;緩い;ゆるい;loose, lenient, slow;2
4272;溶岩;ようがん;lava;2
4273;用語;ようご;term, terminology;2
4274;要旨;ようし;gist, essentials, summary;2
4275;幼児;ようじ;infant, baby, child;2
4276;容積;ようせき;capacity, volume;2
4277;幼稚;ようち;infancy, childish, infantile;2
4278;幼稚園;ようちえん;kindergarten;2
4279;用途;ようと;use, usefulness;2
4280;洋品店;ようひんてん;clothes store;2
4281;養分;ようぶん;nourishment, nutrient;2
4282;羊毛;ようもう;wool;2
4283;漸く;ようやく;at last, finally, hardly;2
4284;要領;ようりょう;gist, essentials, outline;2
4285;翌～;よく～;next ~;2
4286;欲張り;よくばり;greedy;2
4287;余計;よけい;too much, unnecessary, abundance, surplus, excess, superfluity;2
4288;よこす;よこす;"to send, to forward; to hand over (e.g., money)";2
4289;余所;よそ;another place, somewhere else, strange parts;2
4290;四つ角;よつかど;four corners, crossroads;2
4291;酔っ払い;よっぱらい;drunkard;2
4292;予備;よび;preparation, spare;2
4293;呼び掛ける;よびかける;to call out to, to accost, to address (crowd), to appeal;2
4294;呼び出す;よびだす;to summon, to call (e.g., phone);2
4295;蘇る;よみがえる;to be resurrected, to be revived;2
4296;慶ぶ;よろこぶ;to be delighted, to be glad;2
4297;～等;～ら;plural persons;2
4298;来日;らいにち;coming to Japan, visit to Japan;2
4299;落第;らくだい;failure, dropping out of a class;2
4300;ラッシュアワー;ラッシュアワー;rush hour;2
4301;欄;らん;column of text (e.g., as in a newspaper);2
4302;ランチ;ランチ;lunch;2
4303;ランニング;ランニング;"running; tank top";2
4304;乱暴;らんぼう;rude, violent, rough;2
4305;理科;りか;science;2
4306;利害;りがい;advantages and disadvantages, interest;2
4307;段階;だんかい;gradation, grade, stage;2
4308;短期;たんき;short term;2
4309;炭鉱;たんこう;coal mine, coal pit;2
4310;短所;たんしょ;"defect, weak point; disadvantage";2
4311;たんす;たんす;chest of drawers;2
4312;淡水;たんすい;fresh water;2
4313;断水;だんすい;water outage;2
4314;単数;たんすう;singular (number);2
4315;団地;だんち;housing complex;2
4316;断定;だんてい;conclusion, decision;2
4317;短編;たんぺん;short (e.g., story, film);2
4318;誓う;ちかう;to swear, to vow;2
4319;地下水;ちかすい;underground water;2
4320;近々;ちかぢか;soon, before long;2
4321;近付ける;ちかづける;to bring near, to put close, to let come near;2
4322;近寄る;ちかよる;to approach, to draw near;2
4323;力強い;ちからづよい;powerful, strong, vigorous;2
4324;ちぎる;ちぎる;to cut up fine, to pick (fruit);2
4325;地質;ちしつ;geological features;2
4326;知人;ちじん;friend, acquaintance;2
4327;地帯;ちたい;area, zone;2
4328;縮む;ちぢむ;to shrink, to be contracted;2
4329;縮める;ちぢめる;to shorten, to reduce, to shrink;2
4330;縮れる;ちぢれる;to be wavy, to be curled;2
4331;チップ;チップ;"gratuity, tip; chip";2
4332;地点;ちてん;site, point on a map;2
4333;地名;ちめい;place name;2
4334;茶色い;ちゃいろい;brown;2
4335;～着;～ちゃく;"counter for clothes; finishing place";2
4336;着々;ちゃくちゃく;steadily;2
4337;中間;ちゅうかん;middle, midway, interim;2
4338;中旬;ちゅうじゅん;second third of a month;2
4339;抽象;ちゅうしょう;abstract;2
4340;中世;ちゅうせい;Middle Ages, medieval times;2
4341;中性;ちゅうせい;neuter gender, neutral;2
4342;中途;ちゅうと;in the middle, half-way;2
4343;中年;ちゅうねん;middle-aged;2
4344;長～;ちょう～;long ~;2
4345;～庁;～ちょう;office, agency;2
4346;～兆;～ちょう;trillion;2
4347;～長;～ちょう;leader, head;2
4348;～帳;～ちょう;~ book, notebook;2
4349;超過;ちょうか;excess, being more than;2
4350;彫刻;ちょうこく;carving, engraving, sculpture;2
4351;長所;ちょうしょ;"strong point, merit; advantage";2
4352;長女;ちょうじょ;eldest daughter;2
4353;調整;ちょうせい;regulation, adjustment, tuning;2
4354;調節;ちょうせつ;regulation, adjustment, control;2
4355;長短;ちょうたん;length, long and short, +-;2
4356;頂点;ちょうてん;top, summit;2
4357;長男;ちょうなん;eldest son;2
4358;長方形;ちょうほうけい;rectangle, oblong;2
4359;調味料;ちょうみりょう;condiment, seasoning;2
4360;～丁目;～ちょうめ;"~ district (of a town; city, block)";2
4361;チョーク;チョーク;chalk;2
4362;直後;ちょくご;immediately following;2
4363;直線;ちょくせん;straight line;2
4364;直前;ちょくぜん;just before;2
4365;直通;ちょくつう;direct connection;2
4366;直流;ちょくりゅう;direct current;2
4367;貯蔵;ちょぞう;storage, preservation;2
4368;直角;ちょっかく;right angle;2
4369;直径;ちょっけい;diameter;2
4370;散らかす;ちらかす;to scatter around, to leave untidy;2
4371;散らかる;ちらかる;to be in disorder;2
4372;塵紙;ちりがみ;tissue paper, toilet paper;2
4373;追加;ついか;addition, supplement, appendix;2
4374;ついで;ついで;opportunity, occasion;2
4375;～通;～つう;counter for letters;2
4376;通ずる;つうずる;to lead, to run, to open;2
4377;通知;つうち;notice, notification;2
4378;通帳;つうちょう;bankbook;2
4379;通用;つうよう;popular use, circulation;2
4380;通路;つうろ;passage, pathway;2
4381;～遣い;～づかい;use of ~;2
4382;～付;～つき;with ~;2
4383;突き当たり;つきあたり;end (e.g., of street);2
4384;突き当たる;つきあたる;to run into, to collide with;2
4385;月日;つきひ;time, years, days;2
4386;～続く;～つづく;follow, continue, go on;2
4387;突っ込む;つっこむ;to plunge into, to stick into;2
4388;務める;つとめる;to serve, to act;2
4389;努める;つとめる;to try, to aim;2
4390;綱;つな;rope;2
4391;繋がり;つながり;connection, link, relationship;2
4392;粒;つぶ;grain;2
4393;潰す;つぶす;to smash, to waste;2
4394;潰れる;つぶれる;to be smashed, to go bankrupt;2
4395;つまずく;つまずく;to stumble, to trip;2
4396;詰まる;つまる;to be blocked, to be packed;2
4397;爪;つめ;fingernail or toenail;2
4398;艶;つや;gloss, glaze;2
4399;強気;つよき;firm, strong;2
4400;～辛い;～づらい;hard to do ~;2
4401;釣り合う;つりあう;to balance, to be in harmony, to suit;2
4402;吊る;つる;to hang;2
4403;吊す;つるす;to hang;2
4404;手洗い;てあらい;restroom, lavatory;2
4405;低～;てい～;low ~;2
4406;定員;ていいん;fixed number of regular personnel, capacity (e.g., of boat);2
4407;定価;ていか;established price;2
4408;低下;ていか;fall, decline;2
4409;定期券;ていきけん;commuter pass, season ticket;2
4410;定休日;ていきゅうび;regular holiday;2
4411;停止;ていし;suspension, interruption, stoppage;2
4412;停車;ていしゃ;stopping (e.g., train);2
4413;出入り;でいり;in and out, coming and going;2
4414;出入口;でいりぐち;exit and entrance;2
4415;手入れ;ていれ;repairs, maintenance;2
4416;テーマ;テーマ;theme, project, topic (GER: Thema);2
4417;～滴;～てき;drop;2
4418;出来上がり;できあがり;be finished, ready;2
4419;出来上がる;できあがる;to be finished, to be ready;2
